"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","hgnc_symbol","Expresión"
1591.86433443082,2.22548911379945,0.357075028419762,6.23255320779045,4.58893598403255e-10,1.17843324846414e-08,"ENSG00000171940","ZNF217","UP"
61.2205282156273,6.46543200631278,1.04360857967853,6.19526528643946,5.81869421571543e-10,1.46778707127637e-08,"ENSG00000105991","HOXA1","UP"
13462.5018018931,1.92008785942272,0.312216457330628,6.14986114389673,7.75508108566304e-10,1.89801947326671e-08,"ENSG00000140262","TCF12","No significativo"
3295.54486814852,3.73666717591417,0.618143141113432,6.04498687663749,1.4942216399513e-09,3.43855945421947e-08,"ENSG00000176887","SOX11","UP"
247.535403940865,-1.06727724564331,0.177392319804754,-6.01647944408192,1.78251121282326e-09,4.03466553344013e-08,"ENSG00000131061","ZNF341","No significativo"
186.302814197138,-4.80627808567835,0.802685480020859,-5.98774763628894,2.12766849890351e-09,4.73077077522711e-08,"ENSG00000171532","NEUROD2","DOWN"
136.487655879212,-2.84449980492777,0.479428273103773,-5.93310817176624,2.97252864321489e-09,6.36755547083862e-08,"ENSG00000130751","NPAS1","DOWN"
1836.74528882358,1.35529669002865,0.228680206847468,5.92660251935423,3.09266338015733e-09,6.61495788621246e-08,"ENSG00000139083","ETV6","No significativo"
89.3030871476473,7.56705120894776,1.27852711523233,5.91856920263494,3.24754358654821e-09,6.92199507128824e-08,"ENSG00000180806","HOXC9","UP"
93.6593024333753,6.14878686103239,1.05132350700684,5.84861540720061,4.95681676002723e-09,1.01406035506452e-07,"ENSG00000197757","HOXC6","UP"
1755.51268199134,4.17847492649031,0.717327602746926,5.82505804947322,5.70927514568926e-09,1.15583085892157e-07,"ENSG00000129654","FOXJ1","UP"
591.919562094822,-1.89928721236104,0.326545434323115,-5.81630307065234,6.0163344640204e-09,1.21168352651022e-07,"ENSG00000105516","DBP","No significativo"
250.461806425385,5.41484490364182,0.932700075905606,5.80555855362643,6.41517800903887e-09,1.28054979520296e-07,"ENSG00000173917","HOXB2","UP"
65.9820875588577,5.83508471141867,1.01471668021122,5.75045707359817,8.90025001753412e-09,1.7180496162515e-07,"ENSG00000187140","FOXD3","UP"
2217.41114825387,1.89736072097205,0.333182523557082,5.69465859348108,1.23619032219582e-08,2.31215177629601e-07,"ENSG00000084093","REST","No significativo"
386.221457110844,3.96540331495461,0.697334227247111,5.68651754067625,1.29656074451687e-08,2.4166106256891e-07,"ENSG00000126778","SIX1","UP"
85.0352177193646,7.4937992981737,1.32595938748172,5.65160544804168,1.58956124528546e-08,2.88843477112921e-07,"ENSG00000164107","HAND2","UP"
22.5156664286117,-5.18222193364101,0.921828586541847,-5.62167631737438,1.8911334960072e-08,3.37053751099541e-07,"ENSG00000135625","EGR4","DOWN"
2435.92262711218,-0.862241499793769,0.154081201894798,-5.59602008025924,2.1932830982852e-08,3.86077420475011e-07,"ENSG00000110925","CSRNP2","No significativo"
74.0785721167837,-2.9948311629989,0.536246683932689,-5.58480127286869,2.33967596451906e-08,4.0831642944874e-07,"ENSG00000138378","STAT4","DOWN"
2196.98523719282,-3.78018491897272,0.678679602215169,-5.56991090734778,2.54869627583548e-08,4.38706145997978e-07,"ENSG00000124920","MYRF","DOWN"
1329.73872859453,-1.1032031646693,0.198372136028231,-5.5612808671491,2.67801793521097e-08,4.5764993147808e-07,"ENSG00000065970","FOXJ2","No significativo"
87.7939205698799,8.11952033820377,1.46451576345711,5.54416725364361,2.95356416722254e-08,4.97187177550922e-07,"ENSG00000123364","HOXC13","UP"
666.890654680467,1.45268024973419,0.263491714349472,5.51319138562163,3.52384677232296e-08,5.81060996699625e-07,"ENSG00000133740","E2F5","No significativo"
55.8481580779096,6.8892026331843,1.25690230663373,5.48109634044285,4.22698213596262e-08,6.82784568142629e-07,"ENSG00000037965","HOXC8","UP"
314.300931883907,-2.19863613558324,0.403005307490203,-5.4556009430141,4.88074948688406e-08,7.7520878830127e-07,"ENSG00000176182","MYPOP","DOWN"
685.17038669267,-3.39216304225883,0.622188848425475,-5.45198302869477,4.98112108302003e-08,7.89098903841005e-07,"ENSG00000179388","EGR3","DOWN"
2443.98392708202,-1.6613418225092,0.307707102334559,-5.39910132039423,6.69755429077551e-08,1.0194636127116e-06,"ENSG00000157557","ETS2","No significativo"
100.904693990436,5.92024980180038,1.09680146206366,5.39774061812543,6.74853350688248e-08,1.02649251922367e-06,"ENSG00000106031","HOXA13","UP"
605.10209386247,1.56194352497101,0.289973344073008,5.386507266605,7.18400261639765e-08,1.08271554412871e-06,"ENSG00000186446","ZNF501","No significativo"
754.669766565428,-1.51437742633251,0.281213654467333,-5.38514898645657,7.23846654068097e-08,1.08938794044314e-06,"ENSG00000198046","ZNF667","No significativo"
50.4461140836861,-2.59932798313462,0.485973168461143,-5.3487067842974,8.85849237738902e-08,1.30607778820697e-06,"ENSG00000171056","SOX7","DOWN"
61.2387415418712,7.59960133899145,1.42227937028931,5.34325498755254,9.1292199266823e-08,1.34136789142665e-06,"ENSG00000078399","HOXA9","UP"
38.6705513414567,-5.04498808978524,0.94687578034224,-5.32803583587466,9.92805388370527e-08,1.44483934617286e-06,"ENSG00000165643","SOHLH1","DOWN"
207.497492487642,5.92760824516791,1.1129786390418,5.32589578742608,1.00456717213366e-07,1.45947259867206e-06,"ENSG00000135903","PAX3","UP"
2563.74117942423,2.53533511388091,0.47649013950354,5.32085536234286,1.03280492686185e-07,1.4959227729618e-06,"ENSG00000152977","ZIC1","UP"
1403.70376584897,2.29902580657513,0.432651176940286,5.31380920499018,1.07357025106995e-07,1.55024124366761e-06,"ENSG00000121068","TBX2","UP"
1627.75306825367,2.10734175868238,0.397334282010955,5.30369981673084,1.13478862321432e-07,1.62601062877932e-06,"ENSG00000124782","RREB1","UP"
826.588727242018,3.17948939042351,0.599531473400727,5.30329020491362,1.13733897031548e-07,1.62693885425824e-06,"ENSG00000175832","ETV4","UP"
312.186191335157,-1.53325784902527,0.290978602823102,-5.26931476799139,1.36933974094543e-07,1.92026432612672e-06,"ENSG00000284691","","No significativo"
205.027115572636,2.74908149577181,0.522582627411961,5.26056809310017,1.43611007976398e-07,2.00207886144338e-06,"ENSG00000251493","FOXD1","UP"
53.9242151788035,7.41552453236365,1.41075155397824,5.25643548749053,1.46874264850165e-07,2.04025436718599e-06,"ENSG00000136574","GATA4","UP"
621.61598673845,1.58854675378407,0.302717244058796,5.24762558116952,1.54072023030821e-07,2.12505080281574e-06,"ENSG00000144792","ZNF660","No significativo"
5556.21511130674,1.44868008955882,0.276684943142639,5.23584721707096,1.64229766308278e-07,2.24703107777378e-06,"ENSG00000187079","TEAD1","No significativo"
9176.13345345722,2.09934042936105,0.406559569972633,5.16367239738659,2.42151349846336e-07,3.14701071896043e-06,"ENSG00000006468","ETV1","UP"
166.273510587119,7.93937181782951,1.54495481794524,5.13890226795674,2.76348072053493e-07,3.53766901700335e-06,"ENSG00000089225","TBX5","UP"
622.277010287544,-1.71961092835214,0.337406805976417,-5.09655080423104,3.45897766456133e-07,4.30429301524007e-06,"ENSG00000095574","IKZF5","No significativo"
22.0892329250717,6.70285506745998,1.3183400906276,5.08431406669052,3.68956996867488e-07,4.55018584224493e-06,"ENSG00000197576","HOXA4","UP"
3073.76486174238,-1.16385941328557,0.22906721149947,-5.0808642828756,3.75721485889238e-07,4.6202828795416e-06,"ENSG00000068305","MEF2A","No significativo"
181.547375992544,3.86365399608935,0.766725041816897,5.03916500096789,4.67567260246194e-07,5.59836834117797e-06,"ENSG00000128652","HOXD3","UP"
13628.9219858637,1.06261059870384,0.211093697308639,5.03383384843654,4.80766408247755e-07,5.73115462912896e-06,"ENSG00000168610","STAT3","No significativo"
713.190072337617,1.48912018055083,0.295925532008006,5.03207739611515,4.85193297926327e-07,5.7786656934362e-06,"ENSG00000181315","ZNF322","No significativo"
12.9293536701495,-2.66637843625432,0.530563841269701,-5.0255562645833,5.01975363556561e-07,5.96193350544107e-06,"ENSG00000124664","SPDEF","DOWN"
94.7689336709881,3.40259043138536,0.682352662652062,4.98655697797192,6.14647855992762e-07,7.11822816324012e-06,"ENSG00000221818","EBF2","UP"
684.987289034589,-2.41812209337134,0.485603051087414,-4.97962705950142,6.37069167330596e-07,7.34019757601975e-06,"ENSG00000126368","NR1D1","DOWN"
1.699410064346,-4.37411028284539,0.878934580261696,-4.97660506376144,6.47091600999675e-07,7.44355544362203e-06,"ENSG00000060566","CREB3L3","DOWN"
6804.24874598808,2.80636447642509,0.565700744824964,4.96086402943207,7.01803061859937e-07,7.99759955115814e-06,"ENSG00000124766","SOX4","UP"
770.995390614008,1.33486414095575,0.2691564661386,4.95943552873209,7.06983054986849e-07,8.05019293796876e-06,"ENSG00000169981","ZNF35","No significativo"
898.146013331676,-1.65544764419355,0.334797082937774,-4.9446298326955,7.6288684517008e-07,8.60653109206784e-06,"ENSG00000198517","MAFK","No significativo"
3271.93685972863,1.72634025935219,0.349165277840447,4.94419224623203,7.64602231236457e-07,8.61906079646116e-06,"ENSG00000156273","BACH1","No significativo"
1996.62936399774,-1.37273233087751,0.27824634480682,-4.93351433540148,8.07631115532394e-07,9.04923574602164e-06,"ENSG00000174738","NR1D2","No significativo"
661.737028867447,-1.99111163313382,0.40386136035651,-4.93018602070809,8.21513530916468e-07,9.19033334416416e-06,"ENSG00000129911","KLF16","No significativo"
131.670090414913,4.02276740780984,0.819113035137769,4.91112610255706,9.05548255837563e-07,1.00125489461719e-05,"ENSG00000168505","GBX2","UP"
1828.47232559978,1.92525678110954,0.394431622168948,4.88109135500523,1.05500351523902e-06,1.14693072212242e-05,"ENSG00000136997","MYC","No significativo"
429.56458215464,-2.99663644375091,0.614169993854841,-4.87916452079091,1.06536169727576e-06,1.15584039813296e-05,"ENSG00000119866","BCL11A","DOWN"
70.5298275427991,-3.15424293508547,0.650622752335139,-4.84803662915973,1.24689381572886e-06,1.32324246411315e-05,"ENSG00000185668","POU3F1","DOWN"
46.538324209834,7.20395288582127,1.49558209704175,4.81682209226135,1.4586262980962e-06,1.51217385930418e-05,"ENSG00000008196","TFAP2B","UP"
12738.2079097833,1.50040174645542,0.313274689459577,4.7894126047774,1.67270228395577e-06,1.70001738899684e-05,"ENSG00000100644","HIF1A","No significativo"
2020.9023745698,1.12697408500081,0.235368602465758,4.78812413038296,1.68347512621771e-06,1.71055955255919e-05,"ENSG00000120690","ELF1","No significativo"
848.503417183138,-1.24540867105898,0.261999201594845,-4.75348269566438,1.99942224514251e-06,1.98627548642096e-05,"ENSG00000101190","TCFL5","No significativo"
1275.91741236694,1.2251984517062,0.258175645847294,4.74560041356836,2.07888750887728e-06,2.04808740131488e-05,"ENSG00000124459","ZNF45","No significativo"
212.017355949247,2.45267088980359,0.521269412083954,4.70518858952071,2.53631385032355e-06,2.42606647199741e-05,"ENSG00000116035","VAX2","UP"
246.66497373828,1.96021209255393,0.421834166333636,4.64687843943766,3.36995613152169e-06,3.08939138755303e-05,"ENSG00000020633","RUNX3","No significativo"
2076.33527313298,0.8690439615467,0.188528718487165,4.60961050666593,4.03424054775566e-06,3.61239838953694e-05,"ENSG00000196652","ZKSCAN5","No significativo"
1234.91005812129,-1.05638089333385,0.229340487500863,-4.60616834317087,4.10156388321487e-06,3.66465830742185e-05,"ENSG00000112561","TFEB","No significativo"
1498.04627311992,-1.94366962415765,0.422378123654543,-4.60172891375253,4.18998317355067e-06,3.73076031968984e-05,"ENSG00000173320","STOX2","No significativo"
12754.8328953457,1.58433299902997,0.347121428796514,4.56420395745352,5.01393167419071e-06,4.36709465458081e-05,"ENSG00000181449","SOX2","No significativo"
74.9004228392801,7.31369765253222,1.60526781518126,4.55606072916026,5.2121872729662e-06,4.51037221676211e-05,"ENSG00000164093","PITX2","UP"
12.4447864285645,-2.98709056950785,0.66681459803794,-4.4796418349226,7.47683936678878e-06,6.15256391081193e-05,"ENSG00000043039","BARX2","DOWN"
741.885341034882,-4.18485388722943,0.935532096608244,-4.47323389801542,7.70454214077633e-06,6.30957878401022e-05,"ENSG00000186487","MYT1L","DOWN"
1876.7382364364,2.0475731417971,0.459828615358372,4.45290500288092,8.47162418963957e-06,6.84987207784453e-05,"ENSG00000159216","RUNX1","UP"
4251.99324740244,1.07346312624915,0.242440882828409,4.42773146890787,9.52293549141823e-06,7.60927215112258e-05,"ENSG00000185591","SP1","No significativo"
2457.52864887617,-0.688403064660112,0.155497990285589,-4.42708657131699,9.55144051858001e-06,7.63062298678859e-05,"ENSG00000141568","FOXK2","No significativo"
39.2742868625291,6.95912914078388,1.57422818761751,4.42066099154029,9.83994435975386e-06,7.83475793277459e-05,"ENSG00000120068","HOXB8","UP"
317.085749060859,-2.24866029865613,0.508914478284672,-4.41854259331623,9.93686988641743e-06,7.9001626205569e-05,"ENSG00000153234","NR4A2","DOWN"
1800.1487543116,1.53185336501292,0.346986392272266,4.41473613700371,1.01133269166051e-05,8.02850944993103e-05,"ENSG00000111145","ELK3","No significativo"
269.447680931441,3.18340051944611,0.723402658318107,4.40059278583167,1.07955552609614e-05,8.50222059850663e-05,"ENSG00000159263","SIM2","UP"
454.934521122385,1.85951538116131,0.423283491727174,4.39307324170312,1.11759454862405e-05,8.76949717664131e-05,"ENSG00000050344","NFE2L3","No significativo"
51.4251678431419,6.77028103272515,1.54551793145234,4.38059041240825,1.18358168796445e-05,9.22464495667083e-05,"ENSG00000107807","TLX1","UP"
131.311540937941,4.7430348958674,1.08350093631306,4.37750881139705,1.20043509481248e-05,9.3237063304082e-05,"ENSG00000248483","POU5F2","UP"
4261.97949068331,-0.675596767218599,0.154552091373268,-4.37132077098151,1.2349720228144e-05,9.54858929104433e-05,"ENSG00000100811","YY1","No significativo"
47.4771745808822,4.06489747990365,0.937905181991579,4.33401750832862,1.46412522811619e-05,0.000110272331123065,"ENSG00000197587","DMBX1","UP"
819.021340660159,1.59446489460124,0.369791805757908,4.31179076922296,1.61937637322034e-05,0.000120008794200827,"ENSG00000138738","PRDM5","No significativo"
180.750649698914,-3.69424350400828,0.859147544446356,-4.299894154256,1.70879703717939e-05,0.000125602604295478,"ENSG00000261678","SCRT1","DOWN"
23.8624633654004,6.23871296627359,1.45479665570454,4.28837455860955,1.79985398909318e-05,0.000131443266762303,"ENSG00000120075","HOXB5","UP"
25.6865204459513,5.76884266635956,1.3473227468731,4.28170806122588,1.85464199719501e-05,0.000134816266361896,"ENSG00000170689","HOXB9","UP"
8133.51453907599,-1.47793552973208,0.349339984558366,-4.23065092763567,2.33016036208947e-05,0.000162954966636996,"ENSG00000126351","THRA","No significativo"
1061.44188189899,1.48415301607103,0.351962769628772,4.21678979750165,2.47804767682427e-05,0.000171507995694125,"ENSG00000185507","IRF7","No significativo"
1253.15705528992,0.946539157510313,0.224631472193217,4.21374239445908,2.51173751443441e-05,0.000173468520278908,"ENSG00000048405","ZNF800","No significativo"
3816.73551201502,1.23767911400082,0.29522072203256,4.19238563431302,2.76036247554623e-05,0.000188240103677796,"ENSG00000100219","XBP1","No significativo"
35.609761117732,2.59317030313159,0.618971156794417,4.18948488094556,2.79588408534214e-05,0.000190083663280289,"ENSG00000249709","ZNF564","UP"
1074.77196921825,1.30231112198344,0.31112456798323,4.18581898056226,2.84139731298978e-05,0.000192748889277335,"ENSG00000072736","NFATC3","No significativo"
10507.6195123214,-0.941762022449458,0.225673614609666,-4.17311533773394,3.00462739733939e-05,0.00020158301212622,"ENSG00000082641","NFE2L1","No significativo"
1090.34528772999,3.44303710156234,0.826977574826172,4.16339838753917,3.13545594858199e-05,0.000208983148859735,"ENSG00000115112","TFCP2L1","UP"
278.803338489894,-2.31851540588839,0.558442801241257,-4.15175090579555,3.29941270160282e-05,0.00021824410408792,"ENSG00000009950","MLXIPL","DOWN"
359.171583630868,1.33450354839667,0.322826493103581,4.1338105047298,3.56797692502547e-05,0.000233123455659098,"ENSG00000143578","CREB3L4","No significativo"
2272.83092307135,-1.56953830731698,0.381182838136855,-4.11754714611122,3.82926209691641e-05,0.000247734543013852,"ENSG00000182568","SATB1","No significativo"
6.9943123365108,5.05314113195349,1.2292786217454,4.11065566631163,3.94537189441474e-05,0.000253443909389259,"ENSG00000172789","HOXC5","UP"
16.1262859487067,5.67398209890804,1.38248568877309,4.10418866899341,4.05736252862336e-05,0.000259313377632808,"ENSG00000108511","HOXB6","UP"
25.5420031220131,5.75989124208357,1.40655445660065,4.09503607560564,4.22102656234868e-05,0.000268097719853377,"ENSG00000138136","LBX1","UP"
896.559247845829,1.56187556860024,0.381500963184263,4.09402785136838,4.23943353207861e-05,0.000268820198029193,"ENSG00000138795","LEF1","No significativo"
737.132727373783,-1.2134222366045,0.296495872773453,-4.09254343156289,4.2666729709068e-05,0.000270306913938453,"ENSG00000019485","PRDM11","No significativo"
376.867368724097,-3.61332023102317,0.884578264498846,-4.08479427546219,4.41158848159052e-05,0.000277595715536962,"ENSG00000148826","NKX6-2","DOWN"
4094.00188317495,1.8764239158873,0.460079176836052,4.07848042328585,4.53310186100962e-05,0.000284152623176126,"ENSG00000104447","TRPS1","No significativo"
3691.79823285299,1.33875391322333,0.329864771634107,4.05849314126913,4.93903838280127e-05,0.000304895856670308,"ENSG00000071564","TCF3","No significativo"
13093.5998054022,1.86586830757322,0.459825730463182,4.05777272553611,4.9542945856969e-05,0.000305628009811921,"ENSG00000162599","NFIA","No significativo"
405.942178204016,2.64131147246553,0.651644369420086,4.05330207152116,5.0499727296116e-05,0.000310768111686821,"ENSG00000078900","TP73","UP"
1468.13522958104,1.36697483325564,0.337338697759883,4.05223249610292,5.07312135229728e-05,0.000312057904848474,"ENSG00000167081","PBX3","No significativo"
200.509635616439,3.41492717262501,0.84476106590409,4.04247699196488,5.28895037750121e-05,0.000322964369167122,"ENSG00000137203","TFAP2A","UP"
5370.86565491733,1.37085719357129,0.339266718472651,4.04064742849746,5.3303843483979e-05,0.000325215815617079,"ENSG00000164683","HEY1","No significativo"
759.260827302974,-1.90712701694978,0.472594613336064,-4.0354395990409,5.45001592883351e-05,0.000331379879222318,"ENSG00000137166","FOXP4","No significativo"
655.45227867714,2.13464509212529,0.529069861405097,4.03471308393211,5.46690586426793e-05,0.000332123464106996,"ENSG00000074047","GLI2","UP"
2456.07743534468,-0.739372313117684,0.184597189734356,-4.0053281102582,6.19314556158616e-05,0.000368546033092191,"ENSG00000153560","UBP1","No significativo"
16.4985894058527,2.67526861891551,0.670948564047431,3.98729315817776,6.68314257832218e-05,0.000392461375115123,"ENSG00000212993","POU5F1B","UP"
312.825648447754,1.29308314628506,0.325466258173677,3.97301752120504,7.09678266765749e-05,0.000413289480415461,"ENSG00000180257","ZNF816","No significativo"
2180.25947333313,0.909176162419088,0.229687001923268,3.95832656966291,7.54767154404143e-05,0.000434566888803809,"ENSG00000109381","ELF2","No significativo"
554.718455587791,1.36759114627645,0.348577190920262,3.92335236469701,8.73252863178924e-05,0.000490897615973458,"ENSG00000057657","PRDM1","No significativo"
208.784928933756,3.02867861405235,0.773852741700926,3.91376608344803,9.08676660260002e-05,0.000507673957438088,"ENSG00000140009","ESR2","UP"
101.733487318045,-1.52705250185528,0.391989913577985,-3.89564233405071,9.7938826594346e-05,0.000541799768235794,"ENSG00000116819","TFAP2E","No significativo"
588.128260628988,1.60349370446839,0.411803477192342,3.8938323576113,9.86728533436751e-05,0.000545225535075668,"ENSG00000102034","ELF4","No significativo"
78.6987246489462,2.17151711172829,0.561571530127446,3.86685755105049,0.000110246780610937,0.000598504519880881,"ENSG00000156127","BATF","UP"
3230.72080261409,1.17514780370371,0.306326009012096,3.83626518523049,0.000124919520387924,0.000663743212937696,"ENSG00000134954","ETS1","No significativo"
52.9870588735023,1.68096856745209,0.442798298178734,3.79623990057336,0.000146907341589051,0.00076081845982595,"ENSG00000105672","ETV2","No significativo"
663.690618271454,1.76361186053432,0.468124723148666,3.76739739074673,0.00016495830656529,0.000836867858781695,"ENSG00000007866","TEAD3","No significativo"
154.799155243274,3.99817360148833,1.07390123493713,3.7230365990988,0.000196840974846795,0.000969399857351349,"ENSG00000169840","GSX1","UP"
192.851280640245,3.37873407144069,0.909684245892268,3.71418334075538,0.000203860961604419,0.000998451676439877,"ENSG00000180613","GSX2","UP"
900.829172062665,1.1979975378291,0.323554210534379,3.70261767216843,0.000213386333332897,0.00103714441904225,"ENSG00000263002","ZNF234","No significativo"
